Permit Type,Permit No,Issued,Address,Zip Code,Mapsco,Contractor,Value,Area,Work Description,Land Use,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
Building (BU) Single Family  New Construction,1904151007,5/29/2019,8104 COPPER WAY,75080,"6-K,6-L,6-P,6-Q","ASHTON WOODS HOMES 1800 VALLEY VIEW LN #100, FARMERS BRANCH, TX 75234 (972) 428-5422","$256,968.00 ",2964,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.979255,-96.738594,,Copper Ridge Dr,,,Richardson,TX,Dallas County,75080,US
Building (BU) Single Family  New Construction,1904151019,5/10/2019,2420 BOMBAY AVE,75235,33-M,"ROGERS JR HOUSEMOVING 4155 WEISENBERGER , DALLAS, TX 75212 (214) 630-7867","$57,000.00 ",1144,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.835535,-96.854378,2420,Bombay Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Single Family  New Construction,1904151099,4/15/2019,4605 SILVER AVE,75223,47-N,"PERMIT AND CONSTRUCTION SERVICES 418 SOUTHPORT DR, DALLAS , TX 75232 (469) 315-4579","$156,434.00 ",1819,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.778969,-96.739681,4605,Silver Ave,,,Dallas,TX,Dallas County,75223,US
Building (BU) Single Family  New Construction,1904151112,4/17/2019,17848 BOTTLEBRUSH DR,75252,"6-F,6-G,6-K,6-L","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$259,204.00 ",3014,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.992174,-96.759864,17848,Bottlebrush Dr,,,Dallas,TX,Collin County,75252,US
Building (BU) Single Family  New Construction,1904161007,5/7/2019,3717 PEORIA AVE,75212,42-M,"JASSO BROTHERS 911 SOUTHLOOP, DUNCANVILLE, TX 75137 (214) 429-7708","$115,154.00 ",1339,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.787926,-96.896063,3717,Peoria Ave,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1904161018,4/29/2019,7008 SILVERBERRY ST,75231,"27-N,27-P,27-S,27-T","DAVID WEEKLEY HOMES 3301 N I-35, CARROLLTON, TX 75006 (972) 323-7569","$283,026.00 ",3304,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.873173,-96.733753,7008,Silverberry St,,,Dallas,TX,Dallas County,75231,US
Building (BU) Single Family  New Construction,1904161022,4/24/2019,8218 HORSETAIL CT,75080,"6-K,6-L,6-P,6-Q","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$290,508.00 ",3378,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.985366,-96.75999,8218,Horsetail Ct,,,Richardson,TX,Dallas County,75080,US
Building (BU) Single Family  New Construction,1904161044,4/16/2019,4049 HOCKADAY DR,75229,24-B,"TIPER RESIDENTIAL DEVELOPMENT 7219 CENTENARY, DALLAS, TX 75225 (214) 264-6874","$720,000.00 ",7581,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.907214,-96.841371,4049,Hockaday Dr,,,Dallas,TX,Dallas County,75229,US
Building (BU) Single Family  New Construction,1904161049,4/17/2019,2652 PALL MALL AVE,75241,66-N,"BENITO CORNICE 3610 MT RANIER DR, DALLAS, TX 75211 (214) 325-2429","$220,000.00 ",2583,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.673875,-96.777764,2652,Pall Mall Ave,,,Dallas,TX,Dallas County,75241,US
Building (BU) Single Family  New Construction,1904161078,4/17/2019,7026 LA VISTA DR,75214,37-W,"VALENCIA HOMES LLC PO BOX 600017, DALLAS, TX 75360 (214) 750-0810","$532,684.00 ",6194,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.810452,-96.737657,7026,La Vista Dr,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904161094,4/25/2019,3227 LEE ST,75205,35-U,"PIERCE JORDAN DEVELOPMENT LLC 4608 LIVINGSTON , DALLAS, TX 75209 (469) 343-5175","$723,346.00 ",8411,CONSTRUCT NEW SFD,TWO FAMILY DWELLING,32.818531,-96.792574,3227,Lee St,,,Dallas,TX,Dallas County,75205,US
Building (BU) Single Family  New Construction,1904161137,4/16/2019,4216 OSBORN RD,75227,48-K,"RYAN Z AND ASSOC. 1415 LEGACY DR #350, FRISCO, TX 75034 (972) 365-6379","$247,336.00 ",2876,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.786798,-96.694087,4216,Osborn Rd,,,Dallas,TX,Dallas County,75227,US
Building (BU) Single Family  New Construction,1904161165,4/17/2019,4019 PUGET ST,75212,"43-H,44-E","DOMINION HOMES INC 1601 OSPREY STE 107, DESOTO, TX 75115 (214) 869-9727","$250,002.00 ",2907,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.791846,-96.853673,4019,Puget St,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1904171003,5/3/2019,14216 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672868,-96.588231,14216,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904171014,5/1/2019,14222 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$183,352.00 ",2140,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672755,-96.588066,14222,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904171023,4/19/2019,8246 PLUMBAGO WAY,75080,"6-K,6-L,6-P,6-Q","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$345,978.00 ",4023,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.984623,-96.759649,8246,Plumbago Way,,,Richardson,TX,Dallas County,75080,US
Building (BU) Single Family  New Construction,1904171094,4/19/2019,2647 ALASKA AVE,75216,55-S,"FB DEVELOPERS 300 LEMONTREE LN, DESOTO, TX 75115 (214) 738-0180","$142,330.00 ",1655,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.715132,-96.816137,2647,Alaska Ave,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1904171104,7/16/2019,6320 J J LEMMON RD,75241,"66-V,67-S","G R DRAFTING & DESIGN 1507 LANSFORD, DALLAS, TX 75224 (469) 360-6265","$31,869.00 ",368,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.668627,-96.743374,6320,J J Lemmon Rd,,,Dallas,TX,Dallas County,75241,US
Building (BU) Single Family  New Construction,1904171159,4/17/2019,1306 GOLDIE AVE,75211,52-M,"VIDMAY 505 REDBUD LN, DALLAS, TX 75211 (469) 647-1541","$291,454.00 ",3389,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.731615,-96.892208,1306,Goldie Ave,,,Dallas,TX,Dallas County,75211,US
Building (BU) Single Family  New Construction,1904171171,4/17/2019,1823 NEWPORT AVE,75224,54-N,"MAZZMANIA LLP 1802 S EDGEFIELD AVE, DALLAS, TX 75224 (214) 212-4886","$221,622.00 ",2577,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.725469,-96.850617,1823,Newport Ave,,,Dallas,TX,Dallas County,75224,US
Building (BU) Single Family  New Construction,1904181006,4/22/2019,7622 FISHER RD,75214,37-K,"Godat Property Company 3601 Harvard Ave, DALLAS, TX 75205 (214) 207-4504","$992,880.00 ",6157,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.836179,-96.730217,7622,Fisher Rd,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904181008,4/18/2019,1823 NEWPORT AVE,75224,54-N,"MAZZMANIA LLP 1802 S EDGEFIELD AVE, DALLAS, TX 75224 (214) 212-4886","$221,622.00 ",2577,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.725469,-96.850617,1823,Newport Ave,,,Dallas,TX,Dallas County,75224,US
Building (BU) Single Family  New Construction,1904181106,4/19/2019,8251 AGARITO WAY,75252,"6-F,6-G,6-K,6-L","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$192,124.00 ",2235,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.989032,-96.75976,8251,Agarito Way,,,Dallas,TX,Collin County,75252,US
Building (BU) Single Family  New Construction,1904181149,4/22/2019,118 E BROOKLYN AVE,75203,54-H,"BGB 3119 S HAMPTON RD, GLENN HEIGHTS, TX 75154 (214) 708-2802","$260,924.00 ",3034,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.739219,-96.821946,118,E Brooklyn Ave,,,Dallas,TX,Dallas County,75203,US
Building (BU) Single Family  New Construction,1904181157,4/18/2019,2702 FALLS DR,75211,53-Q,"CONSTRUSA 1128 PAINTBRUSH ST, MESQUITE, TX 75149 (214) 687-2953","$204,852.00 ",2382,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.726189,-96.864105,2702,Falls Dr,,,Dallas,TX,Dallas County,75211,US
Building (BU) Single Family  New Construction,1904191035,4/22/2019,7143 SOTO ST,75223,37-W,"MEGATEL HOMES INC 1800 VALLEY VIEW LN #400, FARMERS BRANCH, TX 75234 (214) 396-4442","$284,832.00 ",3312,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.808361,-96.736617,7143,Soto St,,,Dallas,TX,Dallas County,75223,US
Building (BU) Single Family  New Construction,1904191046,4/24/2019,8201 MISCANTHUS CT,75252,"6-F,6-G,6-K,6-L","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$283,542.00 ",3297,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.989596,-96.760441,8201,Miscanthus Ct,,,Dallas,TX,Collin County,75252,US
Building (BU) Single Family  New Construction,1904191066,5/17/2019,3525 PUEBLO ST,75212,43-K,"MORRIS DEVELOPERS 104 OVILLA RD, RED OAK, TX 75154 (972) 848-7638","$214,828.00 ",2498,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.781005,-96.878075,3525,Pueblo St,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1904191092,4/22/2019,2153 VILLAGE WAY,75216,55-Y,"RENE ROMERO CONSTRUCTION 2160 VILLAGE WAY , DALLAS , TX 75216 (469) 233-6463","$160,820.00 ",1870,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.710619,-96.793827,2153,Village Way,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1904191102,4/19/2019,9316 COTTONVALLEY RD,75232,74-L,"ENTERPRISE CONSTRUCTION 355 DANIELDALE , DALLAS , TX 75232 (972) 979-1199","$200,638.00 ",2333,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.635346,-96.829453,9316,Cottonvalley Rd,,,Dallas,TX,Dallas County,75232,US
Building (BU) Single Family  New Construction,1904191122,5/16/2019,5629 MEADERS LN,75229,25-J,"BAUHAUS CUSTOM HOMES 1512 Edison #100, DALLAS, TX 75207 (888) 868-4390","$940,660.00 ",6742,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.886953,-96.811364,5629,Meaders Ln,,,Dallas,TX,Dallas County,75229,US
Building (BU) Single Family  New Construction,1904221029,5/17/2019,6203 VANDERBILT AVE,75214,36-Q,"JEFF BARON HOMES 6203 VELASCO, DALLAS, TX 75214 (214) 256-5835","$565,000.00 ",5650,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.824626,-96.757826,6203,Vanderbilt Ave,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904221037,4/22/2019,12108 FIELDWOOD LN,75244,14-Z,"DREES CUSTOM HOMES 6225 SH 161, STE 150, IRVING , TX 75038 (972) 953-4439","$650,000.00 ",7173,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.913192,-96.824315,12108,Fieldwood Ln,,,Dallas,TX,Dallas County,75244,US
Building (BU) Single Family  New Construction,1904221063,5/6/2019,6419 WESTLAKE AVE,75214,36-V,"JIM BENSON CUSTOM HOMES INC 3021 RIDGE RD  #95-A, ROCKWALL, TX 75032 (214) 502-7146","$400,000.00 ",4439,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.822221,-96.752021,6419,Westlake Ave,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904221095,4/22/2019,2775 SCOTLAND DR,75216,56-W,"PERMIT AND CONSTRUCTION SERVICES 418 SOUTHPORT DR, DALLAS , TX 75232 (469) 315-4579","$174,499.00 ",2029,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.704848,-96.775744,2775,Scotland Dr,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1904221114,4/23/2019,2719 GOODWILL AVE,75210,46-V,"HUERTA PROPERT INVESTMENTS LLC 10504 MUSTANG RUN, FORNEY, TX 75126 (214) 906-1370","$138,116.00 ",1606,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.771135,-96.747277,2719,Goodwill Ave,,,Dallas,TX,Dallas County,75210,US
Building (BU) Single Family  New Construction,1904231020,4/23/2019,2720 E ILLINOIS AVE,75216,55-V,"PASTOR GASPAR 111 E 6TH ST, DALLAS, TX 75203 (214) 695-8433","$211,904.00 ",2464,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.71634,-96.780606,2720,E Illinois Ave,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1904231044,5/2/2019,3850 MORNINGVIEW DR,75241,66-Q,"GENESIS CONSTRUCTION 5147 TATO DR, DALLAS, TX 75236 (972) 215-9860","$213,625.00 ",2484,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.678085,-96.758426,3850,Morningview Dr,,,Dallas,TX,Dallas County,75241,US
Building (BU) Single Family  New Construction,1904231125,5/2/2019,3709 CARL ST,75210,46-Q,"A-STAR RENOVATION 512 N. HAMPTON # 281, DESOTO, TX 75115 (469) 245-9268","$176,730.00 ",2055,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.772873,-96.755053,3709,Carl St,,,Dallas,TX,Dallas County,75210,US
Building (BU) Single Family  New Construction,1904241014,4/24/2019,6015 BURGUNDY RD,75230,25-F,"DOUG FORNEY CUSTOM HOMES INC 7033 YAMINI DR , DALLAS, TX 75230 (214) 801-1886","$1,140,320.00 ",7752,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.897567,-96.803295,6015,Burgundy Rd,,,Dallas,TX,Dallas County,75230,US
Building (BU) Single Family  New Construction,1904241036,4/30/2019,17284 YELLOW BELLS DR,75252,"6-F,6-G,6-K,6-L","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$245,702.00 ",2857,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.986362,-96.75904,17284,Yellow Bells Dr,,,Dallas,TX,Collin County,75252,US
Building (BU) Single Family  New Construction,1904241086,6/25/2019,4202 BONHAM ST,75229,24-K,"HOLZ + STEIN CUSTOM HOMES, LLC 16051 ADDISON RD, STE:202, ADDISON, TX 75001 (214) 697-3513","$201,584.00 ",2344,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.888422,-96.838437,4202,Bonham St,,,Dallas,TX,Dallas County,75229,US
Building (BU) Single Family  New Construction,1904241096,5/1/2019,17276 YELLOW BELLS DR,75080,"6-K,6-L,6-P,6-Q","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$323,102.00 ",3757,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.986213,-96.759027,17276,Yellow Bells Dr,,,Richardson,TX,Dallas County,75080,US
Building (BU) Single Family  New Construction,1904241106,4/24/2019,6939 LACYWOOD LN,75227,48-W,"LUGARDO MARROQUIN 6902 TAYLOE ST, DALLAS, TX 75227 (972) 841-6534","$362,146.00 ",4211,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.761328,-96.70148,6939,Lacywood Ln,,,Dallas,TX,Dallas County,75227,US
Building (BU) Single Family  New Construction,1904241116,5/15/2019,5159 BRICKELLIA DR,75209,34-R,"DAVID WEEKLEY HOMES 3301 N I-35, CARROLLTON, TX 75006 (972) 323-7569","$212,076.00 ",2418,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.826696,-96.817997,5159,Brickellia Dr,,,Dallas,TX,Dallas County,75209,US
Building (BU) Single Family  New Construction,1904241118,4/29/2019,6347 DESCO DR,75225,25-Q,"FAULKNER PERRIN CUSTOM HOMES 5837 MISTED BREEZE DR, Plano, TX 75093 (214) 794-3935","$559,774.00 ",6509,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.874744,-96.796573,6347,Desco Dr,,,Dallas,TX,Dallas County,75225,US
Building (BU) Single Family  New Construction,1904241128,4/30/2019,14234 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$181,632.00 ",2112,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672561,-96.587827,14234,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904241141,4/30/2019,14228 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672655,-96.587945,14228,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904241179,4/30/2019,1120 LAVENDER RDG,75204,46-E,"CENTRE LIVING SWISS, LLC 150 TURTLE CREEK BLVD, STE:103C, DALLAS, TX 75207 (469) 567-3518","$196,080.00 ",2280,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.795766,-96.77792,1120,Lavender Rdg,,,Dallas,TX,Dallas County,75204,US
Building (BU) Single Family  New Construction,1904251020,4/25/2019,4711 GARRISON ST,75216,65-H,"THE AMERICAN DREAM CUSTOM HOME BUILDER 445 E FM 1382 #3-355, CEDAR HILL, TX 75104 (214) 774-2684","$171,987.00 ",1986,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.695307,-96.781939,4711,Garrison St,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1904251035,4/25/2019,4713 GARRISON ST,75216,65-H,"THE AMERICAN DREAM CUSTOM HOME BUILDER 445 E FM 1382 #3-355, CEDAR HILL, TX 75104 (214) 774-2684","$171,987.00 ",1986,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.695175,-96.781867,4713,Garrison St,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1904251047,4/25/2019,301 S MOROCCO AVE,75211,52-F,"MCA CONSTRUCTION 3417 CHICAGO ST, DALLAS, TX 75212 (469) 650-5593","$81,270.00 ",945,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.743722,-96.910334,301,S Morocco Ave,,,Dallas,TX,Dallas County,75211,US
Building (BU) Single Family  New Construction,1904251062,4/30/2019,8211 NATCHEZ TRL,75252,"6-F,6-G,6-K,6-L","BEAZER HOMES 1501 LBJ FREEWAY, STE 300, FARMARS BRANCH, TX 75234 (972) 333-6079","$272,792.00 ",3172,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.990563,-96.760094,8211,Natchez Trl,,,Dallas,TX,Collin County,75252,US
Building (BU) Single Family  New Construction,1904251090,5/13/2019,4512 HOPKINS AVE,75209,34-G,"TIPER RESIDENTIAL DEVELOPMENT 7219 CENTENARY, DALLAS, TX 75225 (214) 264-6874","$584,026.00 ",6791,CONSTRUCT NEW SFD,TWO FAMILY DWELLING,32.847433,-96.832604,4512,Hopkins Ave,,,Dallas,TX,Dallas County,75209,US
Building (BU) Single Family  New Construction,1904251110,4/26/2019,3729 LOVINGOOD DR,75241,66-Q,"SERRANO'S CONSTRUCTION 3836 CASTLE HILLS DR, DALLAS, TX 75241 (469) 618-2191","$129,344.00 ",1504,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.678284,-96.761168,3729,Lovingood Dr,,,Dallas,TX,Dallas County,75241,US
Building (BU) Single Family  New Construction,1904251136,4/30/2019,14240 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$183,352.00 ",2132,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672476,-96.587697,14240,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904251137,6/21/2019,6035 LA VISTA DR,75206,36-X,"PLUMMER DEVELOPMENT COMPANY, LLC 8604 Turtle Creek Blvd  #12173, Dallas, TX 75225 (972) 975-7126","$177,246.00 ",2061,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.812838,-96.762596,6035,La Vista Dr,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904251152,6/21/2019,6043 LA VISTA DR,75206,36-X,"PLUMMER DEVELOPMENT COMPANY, LLC 8604 Turtle Creek Blvd  #12173, Dallas, TX 75225 (972) 975-7126","$175,698.00 ",2043,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.812824,-96.762497,6043,La Vista Dr,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904251153,4/30/2019,1933 SHAW ST,75212,44-J,"AB CONSTRUCTION 1834 SHAW ST, DALLAS, TX 75212 (214) 923-5968","$152,048.00 ",1768,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.785725,-96.851372,1933,Shaw St,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1904251181,4/30/2019,14246 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.67238,-96.58758,14246,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904251186,6/21/2019,6051 LA VISTA DR,75206,36-X,"PLUMMER DEVELOPMENT COMPANY, LLC 8604 Turtle Creek Blvd  #12173, Dallas, TX 75225 (972) 975-7126","$177,246.00 ",2061,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.812824,-96.762423,6051,La Vista Dr,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904251202,6/21/2019,6059 LA VISTA DR,75206,36-X,"PLUMMER DEVELOPMENT COMPANY, LLC 8604 Turtle Creek Blvd  #12173, Dallas, TX 75225 (972) 975-7126","$177,246.00 ",2061,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.812824,-96.762346,6059,La Vista Dr,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904251208,5/21/2019,1104 LAVENDER RDG,75204,46-E,"CENTRE LIVING SWISS, LLC 150 TURTLE CREEK BLVD, STE:103C, DALLAS, TX 75207 (469) 567-3518","$201,412.00 ",2341,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.795639,-96.777774,1104,Lavender Rdg,,,Dallas,TX,Dallas County,75204,US
Building (BU) Single Family  New Construction,1904251209,5/7/2019,4738 SHADYWOOD LN,75209,24-Y,"MARK MOLTHAN CONSTRUCTION, INC. 7001 PRESTON RD, SUITE 230, DALLAS, TX 75205 (214) 363-6244","$5,000,000.00 ",23418,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.860019,-96.829862,4738,Shadywood Ln,,,Dallas,TX,Dallas County,75209,US
Building (BU) Single Family  New Construction,1904251216,4/29/2019,1112 LAVENDER RDG,75204,46-E,"CENTRE LIVING SWISS, LLC 150 TURTLE CREEK BLVD, STE:103C, DALLAS, TX 75207 (469) 567-3518","$187,480.00 ",2134,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.795706,-96.777851,1112,Lavender Rdg,,,Dallas,TX,Dallas County,75204,US
Building (BU) Single Family  New Construction,1904251217,5/17/2019,14251 SHADY BRANCH TRL,75159,"70-J,70-N,70-P","LGI HOMES 1450 LAKE ROBBINS DR #430, THE WOODLANDS, TX 77380 (903) 919-1030","$161,250.00 ",1875,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.672825,-96.587188,14251,Shady Branch Trl,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Single Family  New Construction,1904261006,5/22/2019,2446 JEFF ST,75212,42-P,"AAA HOME BUILDER, LLC 320 Decker Suite 100, Irving, TX 75062 (469) 422-5944","$152,048.00 ",1768,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.774315,-96.9152,2446,Jeff St,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1904261020,4/29/2019,1614 MARFA AVE,75216,65-B,"CARLO'S CONSTUCCION 3714 W PIONEER LOT#47, IRVING , TX 75061 (214) 755-2181","$193,586.00 ",2251,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.701938,-96.801727,1614,Marfa Ave,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1904261052,4/26/2019,2218 WILHURT AVE,75216,65-D,"POSADAS CONSTRUCTION 1423 HUDSPETH AVE, DALLAS, TX 75216 (214) 280-5091","$202,014.00 ",2349,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.701536,-96.788127,2218,Wilhurt Ave,,,Dallas,TX,Dallas County,75216,US
Building (BU) Single Family  New Construction,1904261055,5/7/2019,7103 SANTA FE AVE,75223,37-W,"RYAN BOZEMAN HOMES, LLC 6230 REVERE PLACE, DALLAS, TX 75214 (214) 808-9523","$392,990.00 ",4538,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.809367,-96.740699,7103,Santa Fe Ave,,,Dallas,TX,Dallas County,75223,US
Building (BU) Single Family  New Construction,1904261063,5/23/2019,2510 JEFF ST,75212,42-P,"AAA HOME BUILDER, LLC 320 Decker Suite 100, Irving, TX 75062 (469) 422-5944","$157,188.00 ",1758,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.77472,-96.915291,2510,Jeff St,,,Dallas,TX,Dallas County,75212,US
Building (BU) Single Family  New Construction,1904261068,4/26/2019,6306 MARQUITA AVE,75214,36-Q,"BCH DEVELPMENT LLC 707 W MAIN, MIDLOTHIAN, TX 75154 (972) 841-3055","$473,516.00 ",5506,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.825323,-96.755635,6306,Marquita Ave,,,Dallas,TX,Dallas County,75214,US
Building (BU) Single Family  New Construction,1904261074,5/1/2019,5326 HARBOR TOWN DR,75248,4-M,"ENDURANCE CUSTOM HOMES, LLC 5416 SOUTHERN HILLS, FRISCO, TX 75034 (214) 232-0205","$1,700,000.00 ",10961,CONSTRUCT NEW SFD,SINGLE FAMILY DWELLING,32.969699,-96.797334,,,,,Dallas,TX,Dallas County,75248,US
