permitnumber,worktype,permittypedescr,description,comments,applicant,declared_valuation,total_fees,issued_date,expiration_date,status,owner,occupancytype,sq_feet,property_id,parcel_id,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
COO701275,ERECT,Certificate of Occupancy,Erect,Four Family DwellingCOO for Four Family DwellingERT365714 issued 11/30/2015 &; SF312406 issued 12/12/2013,Regina McGann,730000,125,4/26/2017 10:38, ,Closed,91 CHELSEA STREET,1-3FAM,4870,30633,103836000,42.372065,-71.035889,91,Chelsea St,,,East Boston,MA,Suffolk County,2128,US
COO1015726,ERECT,Certificate of Occupancy,Erect,Two (2) Residential UnitsERT675340 - 10/27/17;;,Regina McGann,550000,35,11/14/2019 8:58, ,Closed,80 EVERETT STREET LLC,VacLd,0,419353,105248000,42.367641,-71.034665,80,Everett St,,,East Boston,MA,Suffolk County,2128,US
COO746428,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT377377 issued: 10/7/15,Regina Olivieri,380000,35,8/23/2017 10:02, ,Closed,361 MAVERICK STREET CONDOMINIUM TRUST,1-3FAM,3190,172675,105152000,42.366073,-71.030015,361,Maverick St,,,East Boston,MA,Suffolk County,2128,US
COO888581,ERECT,Certificate of Occupancy,Erect,Two (2) Family Dwelling ERT614712 issued: 8/2/17 &; ALT614700 issued: 7/14/17;,Regina Olivieri,375000,35,10/16/2018 13:38, ,Closed,DEARAUJO ERNANI,VacLd,3153,420639,100906000,42.375097,-71.039217,,,,,East Boston,MA,Suffolk County,2128,US
COO867259,ERECT,Certificate of Occupancy,Erect,(5) Residential UnitsErt 538882 issued 1/20/17,Regina Olivieri,810750,2675,8/20/2018 15:19, ,Closed,BEAUDET DOUGLAS S,Multi,0,66724,802603000,42.32685,-71.08019,26,Greenville St,,,Roxbury,MA,Suffolk County,2119,US
ERT579132,ERECT,Erect/New Construction,Erect,Erect a new 4 Story  Three ( 3 ) Unit Residential Dwelling on existing 1 504 sq ft Lot.,Reginaldo Piccinato,650000,7053,10/24/2019 8:47, ,Open,DEOLIVEIRA JULIO C,VacLd,820,22484,106828000,42.376035,-71.032155,23,Brooks St,,,East Boston,MA,Suffolk County,2128,US
ERT741479,ERECT,Erect/New Construction,Erect,Erect a new Two Car Garage  New framing   roof  and garage doors. Raze existing Garage.,Ricardo Hernandez-Pinzon,25000,315,11/21/2017 10:56,5/21/2018 0:00,Closed,HERNANDEZ-PINZON RICARDO,Other,380,422398,2001222000,42.28537,-71.1388,26,Newburg St,,,Roslindale,MA,Suffolk County,2131,US
ERT433307,ERECT,Erect/New Construction,Erect,SP # 12 10-21-2016 Ending 11-10-2016.Combine lot with 206 Maverick Street (Parcel ID#0104003000)/(See ALT433299) &; (Parcel ID #0103985000)/ (See Alt433453) to create 8087 square foot lot. Erect 4 story  23 20 Unit Multifamily Dwelling  with Parking beneath for twenty vehicles.;;,Richard Garaffo,4100000,41953,6/5/2019 12:37, ,Open,MAVERICK SHIPYARD LLC,Multi,0,355317,103985000,42.369005,-71.035811,202,Maverick St,,,East Boston,MA,Suffolk County,2128,US
COO821292,ERECT,Certificate of Occupancy,Erect,32 apartments with Small shell for Retail/Professional Office  32 Interior Parking Spaces;ERT280674 - issued 1/2/15  A580095 - issued 1/27/17;;;;,Richard Garaffo,4355000,9427.5,8/13/2018 8:53, ,Closed,70 BREMEN DEVELOPMENT,Multi,7300, ,103859000,42.370468,-71.037338,70,Bremen St,,,East Boston,MA,Suffolk County,2128,US
COO822410,ERECT,Certificate of Occupancy,Erect,32 apartments with small shell for retail/professional office  (4 )Interior parking spaces - onlyERT280674 - issued 1/2/15  A580095 - issued 1/27/17**Temp C/O valid for 90 days; 7/23/18 pending completion of permit****;;;;,Richard Garaffo,4355000,1307.5,4/23/2018 8:44, ,Closed,70 BREMEN DEVELOPMENT,Multi,7300, ,103859000,42.370468,-71.037338,70,Bremen St,,,East Boston,MA,Suffolk County,2128,US
COO979061,ERECT,Certificate of Occupancy,Erect,Sixteen (16) Residential UnitsERT762347 - 1/11/18  A964488 - 7/11/18  SF824218 - 5/31/18;,Richard Hamaty,5232490.22,4745,7/29/2019 8:51, ,Closed,NEW MADISON PARK IV LPS,Multi,0,422252,902230000,42.334853,-71.086542,1,St Francis De Sales Ct,,,Boston,MA,Suffolk County,2120,US
ERT762347,ERECT,Erect/New Construction,Erect,"Erect A new (4) story affordable rental housing building with (16) units and (8) off-street parking spaces. This proposed housing will be located on a lot of 13 361 sq. ft.  fronted on Cardinal DeSales Way and bounded by Melnea Cass Boulevard on the north  and Raynor Circle on the south. The total building area is 19 516 +/- sq. ft. All the units in this building are two story ""duplex"" units and include a mix of: (8) - two bedroom units  (8) - three bedroom units.; * Existing structure to be razed on a separate permit.**(SEE T.W.)",Richard Hamaty,5200090.22,54749,1/11/2018 9:55, ,Open,NEW MADISON PARK IV LPS,Multi,19516,422252,902230000,42.334853,-71.086542,1,St Francis De Sales Ct,,,Boston,MA,Suffolk County,2120,US
COO977191,ERECT,Certificate of Occupancy,Erect,Sixty (60) Residential Units and (29) off-street Parking SpacesERT762349 issued: 1/11/18,Richard Hamaty,19061490.78,12615,7/29/2019 8:14, ,Closed,MADISON  MELNEA CASS  LLC,VacLd,71538,422253,902197000,42.334604,-71.085387,600,Melnea Cass Blvd,,,Roxbury Crossing,MA,Suffolk County,2120,US
ERT762349,ERECT,Erect/New Construction,Erect,"A new (5) story affordable rental housing building with (60) units and (29) off-street parking spaces. This proposed housing will be located on a lot of 44 213 sq. ft.. fronted on Melnea Cass Boulevard on the north  bounded by Brook Marshall Road on the west and Sojourner Truth Way on the east. The total building areas is 71 538 +/- sq. ft.. All the units on floors one and two are two story ""duplex"" units  while all units on the 3rd  4th  &; 5th floors are flats. The unit mix includes: (6) - one bedroom flats [1 HC accessible]  (27) - two bedroom flats [2 HC accessible]  (8) - three bedroom flats [1 HC accessible]  (4) - two bedroom duplex units  (13) three bedroom duplex units  (2) four bedroom duplex units.",Richard Hamaty,19061490.78,193611,1/11/2018 9:56,7/11/2018 0:00,Open,MADISON  MELNEA CASS  LLC,VacLd,71538,422253,902197000,42.334604,-71.085387,600,Melnea Cass Blvd,,,Roxbury Crossing,MA,Suffolk County,2120,US
COO926165,ERECT,Certificate of Occupancy,Erect,Single Family DwellingERT727791 issued: 8/9/17,Richard Jones,390000,125,2/27/2019 10:58, ,Closed,XIA DIWEI,VacLd,2850,154982,1405196830,42.290912,-71.092897,28,Senator Bolling Cir,,,Dorchester Center,MA,Suffolk County,2124,US
COO982992,ERECT,Certificate of Occupancy,Erect,One-Family DwellingErt827400 - 7/3/18,Richard Jones,380000,125,8/8/2019 8:54, ,Closed,JANICKI TIMOTHY,VacLd,0,154986,1405196810,42.290635,-71.093188,32,Senator Bolling Cir,,,Dorchester Center,MA,Suffolk County,2124,US
COO909148,ERECT,Certificate of Occupancy,Erect,Single Family ERT727803 issued: 8/9/17,Richard Jones,350000,525,12/27/2018 9:17, ,Closed,STEWART SABRIYA S,VacLd,2340,154987,1405196520,42.290774,-71.093568,33,Senator Bolling Cir,,,Dorchester Center,MA,Suffolk County,2124,US
ALT862229,ERECT,Long Form/Alteration Permit,Erect,Modifying the Building Septic System from pump to gravity fed.,Richard Koenig,647065,6690,10/31/2018 9:05,4/30/2019 0:00,Open,,Mixed,0,171031, ,42.358074,-71.057586,250,Washington St,,,Boston,MA,Suffolk County,2108,US
COO1027340,ERECT,Certificate of Occupancy,Erect,Bank;with;24;Hour ATM;and;Drive ThruERT713454;-7/21/17 ;;,Richard Koenig,1100000,652.5,12/3/2019 9:27, ,Closed,ROSLINDALE  CUMMINGS HIGHWAY,Comm,2500,420537,1807323000,42.276577,-71.114555,930,American Legion Hwy,,,Roslindale,MA,Suffolk County,2131,US
ERT713454,ERECT,Erect/New Construction,Erect,Construction of new 2 500 SF freestanding branch bank with 24 Hour ATM Vestibule and 2-lane drive thru.,Richard Koenig,1100000,11050,7/21/2017 9:39,1/21/2018 0:00,Closed,ROSLINDALE  CUMMINGS HIGHWAY,Comm,2500,420537,1807323000,42.276577,-71.114555,930,American Legion Hwy,,,Roslindale,MA,Suffolk County,2131,US
COO761612,ERECT,Certificate of Occupancy,Erect,Bank with;two (2) outdoor drive up ATMsERT311484 issued: 7/18/16  ALT694075 issued: 4/27/17  A736047 issued: 7/27/17  A750149 issued: 9/22/17.,Richard Koenig,1168000,12772.5,9/28/2017 17:03, ,Closed,PECTEN PROPERTIES LLC MASS LLC,Comm,0,21425,600477000,42.33886,-71.050475,306,W Broadway,,,South Boston,MA,Suffolk County,2127,US
ERT617906,ERECT,Erect/New Construction,Erect,Demolish the existing glass shop.;Erect a mixed-use building which will be occupied as a funeral home and six residential units.,Richard Lynds,1800000,19185,11/22/2017 10:45,5/22/2018 0:00,Closed,336 CHELSEA STREET CONDOMINIUM TRUST,Mixed,4000,353060,106930000,42.377706,-71.029909,336,Chelsea St,,,East Boston,MA,Suffolk County,2128,US
ERT668277,ERECT,Erect/New Construction,Erect,Sustained 4-28-2017 Ending 5-18-2017.Combine lots-(See ALT668272) and Erect 8 Unit residential dwelling,Richard Lynds,2400000,25113,6/20/2018 10:30,12/20/2018 0:00,Open,COLERIDGE ONE TWENTY EIGHT LLC,Multi,2800,34722,104295020,42.38086,-71.01509,130,Coleridge St,,,East Boston,MA,Suffolk County,2128,US
ERT675340,ERECT,Erect/New Construction,Erect,Erect 2 Unit residential dwelling w 2 gar parking under on vacant lot.*Plans are in ready bin  however  DPW  PWD and Parks review release is required;,Richard Lynds,550000,6002,10/27/2017 9:29,4/27/2018 0:00,Open,80 EVERETT STREET LLC,VacLd,1228.5,419353,105248000,42.367641,-71.034665,80,Everett St,,,East Boston,MA,Suffolk County,2128,US
ERT701598,ERECT,Erect/New Construction,Erect,Erect a new 6 unit residential building as per plans. 1 of 2 buildings to be erected on same lot with shared driveway see ert. Also see alt701594 for combining lots.;ZBA approved the 4-unit in this building fact is reflected in the two ZBA decisions: BOA-784513;,Richard Martin,1360000,14080,12/26/2019 11:17,6/26/2020 0:00,Open,KIRA PUPS & ASSOCIATES LLC,VacLd,9109,53188,1600100000,42.299664,-71.053838,1,Elm St,,,Dorchester,MA,Suffolk County,2122,US
ERT701601,ERECT,Erect/New Construction,Erect,Erect a new 6 residential building as per plans. 1 of 2 buildings to be erected on the same lot see ERT701594. See ALT701594 to combine the 2 lots.;ZBA approved the 5-unit in this building fact is reflected in the two ZBA decisions: BOA784524;,Richard Martin,1360000,13830,12/26/2019 11:18,6/26/2020 0:00,Closed,KIRA PUPS & ASSOCIATES LLC,VacLd,9109,53202,1600101000,42.299838,-71.053694,3,Elm St,,,Dorchester,MA,Suffolk County,2122,US
ERT945270,ERECT,Erect/New Construction,Erect,Fan Pier Parcel E - New Construction of 17 story Mixed-Use Building with a;3 Level below-grade Parking Garage.; Ground Floor - Lobby and Retail / Restaurants.; 2nd Floor - Fitness area and Office use.; Floors 3 - 17 will be all Office use.; ;All zoning and uses per approved Fan Pier PDA #54.,Richard Martini,99750175,1007801,6/26/2019 11:47, ,Open,FAN  PIER DEVELOPMENT  LLC,Mixed,0,437853,602671025,42.322751,-71.083975,10,Fenno St,Pier,BL,Roxbury,MA,Suffolk County,2119,US
ERT569303,ERECT,Erect/New Construction,Erect,New Construction of 5 story multi-family 6 unit building with single retail space on ground floor and 6 parking spaces under and in open space at rear (Athens St). Proposed light frame construction. No roof decks.,RICHARD MULVEY,2557000,26380,5/3/2017 11:42, ,Open,MPN PROPERTIES LLC,Multi,0,21447,600465000,42.338061,-71.049267,362-364,W Broadway,,,Boston,MA,Suffolk County,2127,US
COO749388,NEWCON,Certificate of Occupancy,New construction,The Distillery -;;Twenty Eight (28) Residential ;Units ;2;Retail;Spaces and Parking GarageCOO for Twenty Eight (28) Residential Units ;2;Retail;Spaces (Core &; Shell);&; Parking GarageERT27118 issued: 8/28/14  SF376767 issued: 6/24/14 &; A59120 issued: 5/20/16,Richard O'Dwyer,0,1935,9/14/2017 0:00, ,Closed,GORDON FREDERICK M TS,Multi,60000,341802,603067001,42.337875,-71.042024,455-457,E 1st St,,,Boston,MA,Suffolk County,2127,US
ERT693567,ERECT,Erect/New Construction,Erect,Erect;a three story three family;dwelling  with garage parking and roof decks.,Richard Scerbo,950000,18967,2/15/2018 11:32,8/15/2018 0:00,Closed,RIVA DEVELOPMENT CORPORATION,VacLd,6647,437814,2101677000,42.345526,-71.138406,22,Woodstock Ave,,,Brighton,MA,Suffolk County,2135,US
COO1016976,ERECT,Certificate of Occupancy,Erect,Two (2) Family DwellingERT801668 - 9/14/18,Rob Celiberti,400000,35,11/15/2019 10:36, ,Closed,CELIBERTI  REALTY  LLC,1-2FAM,0,423771,903755000,42.324507,-71.089192,9,Cedar St,,,Roxbury,MA,Suffolk County,2119,US
ERT611289,ERECT,Erect/New Construction,Erect,The project involves the new construction of a new high-rise office and residential tower as an air rights development over the existing commuter rail tracks and platforms at South Station. The existing bus terminal and parking structure above the rail tracks will also be expanded as part of the project. The proposed project also includes entrance lobbies at Atlantic Avenue adjacent to the rail tracks.,Robert Bellavia,531845387,5370767,12/26/2019 11:20,6/26/2020 0:00,Open,MASS BAY TRANSPORT AUTHY,Mixed,1500000,156474,305364000,42.350021,-71.055941,640-720,Atlantic Ave,,,Boston,MA,Suffolk County,2111,US
FND644467,ERECT,Foundation Permit,Erect,Clippership Wharf -;Construction of;a new below-Grade Parking Garage and Foundation system which will support 4 new Residential Buildings.;;This Project will create;478 new;Residential Units distributed between;4 new;Buildings.;;;;;;;;;Foundation Only,Robert Bellavia,17100000,171551,1/11/2017 11:40,7/11/2017 0:00,Open,NODDLE ISLAND LP,Mixed,82886,419863,105400000,42.367746,-71.041565,55,Lewis St,,,East Boston,MA,Suffolk County,2128,US
COO954260,NEWCON,Certificate of Occupancy,New construction,Two; (2) Family DwellingERT397913 issued: 9/23/16,Robert Burk,350000,35,5/22/2019 15:41, ,Closed,ROMAN CATH ARCH BOSTON,1-2FAM,0,354159,1702047000,42.283987,-71.080553,21,Ufford St,,,Dorchester Center,MA,Suffolk County,2124,US
COO954266,NEWCON,Certificate of Occupancy,New construction,Two (2) Family DwellingERT397914 issued: 9/23/16,Robert Burk,350000,35,5/22/2019 15:42, ,Closed,BOSTON CITY LLC,1-2FAM,0,138970,1702049000,42.283732,-71.080392,25,Ufford St,,,Dorchester Center,MA,Suffolk County,2124,US
COO881544,ERECT,Certificate of Occupancy,Erect,Eight (8) Residential &; Office/Retail (four car Garage beneath building)Certificate for: ;8 Residential Units  and;Core &; shell for the office/retail space.ERT353336 - 6/26/14,robert Burke,800000,610,5/14/2019 9:18, ,Closed,BERKSHIRE INVESTMENTS LLC,Mixed,0,116723,1804343000,42.263665,-71.105861,797-805,River St,,,Mattapan,MA,Suffolk County,2126,US
COO672788,ERECT,Certificate of Occupancy,Erect,Single Family DwellingERT217477 issued 12/8/2015;,Robert Di Russo,250000,35,1/30/2017 0:00, ,Closed,20 HIGHFIELD RD CONDOMINIUM TRUST,1-2FAM,2400, ,1805382000,42.276341,-71.127808,11,Chisholm Ter,,,Roslindale,MA,Suffolk County,2131,US
ERT636861,ERECT,Erect/New Construction,Erect,Erect a new commercial;with residential building on the existing foundation.; Occupancy to be 1 office with storage;space and 3 residential units.;,Robert DiPierro,580000,6010,9/12/2018 10:59, ,Closed,SILVERMAN GENE,Mixed,0,420803,700470000,42.333431,-71.049495,,,,,South Boston,MA,Suffolk County,2127,US
COO809918,ERECT,Certificate of Occupancy,Erect,;Single Family Dwelling w/Garage and Rear DeckErt623854 - issued 5/25/17;,Robert DiPierro,454000,295,3/28/2018 8:11, ,Closed,TAYLOR JONATHAN WEED,VacLd,3125,420712,601051000,42.336558,-71.050325,205,Gold St,,,South Boston,MA,Suffolk County,2127,US
ERT623854,ERECT,Erect/New Construction,Erect,;.ERECT NEW 3 STORY SINGLE FAMILY DWELLING W/GARAGE AND REAR DECKS AS PER PLANS SUBMITTED.,Robert DiPierro,454000,4731,5/25/2017 13:18,11/25/2017 0:00,Closed,TAYLOR JONATHAN WEED,VacLd,3125,420712,601051000,42.336558,-71.050325,205,Gold St,,,South Boston,MA,Suffolk County,2127,US
ERT124651,ERECT,Erect/New Construction,Erect,combining 2 lots at 460 and 458 Washington Street to erect 24 residential units.THIS APPLICATION ATTACHED TO ALT124648,Robert Jones,2000000,21185,9/16/2019 15:53,3/16/2020 0:00,Open,458 WASHINGTON LLC, ,0, ,2205170000,42.348451,-71.158693,458,Washington St,,,Brighton,MA,Suffolk County,2135,US
COO866790,NEWCON,Certificate of Occupancy,New construction,(9) Residential Units &; GarageErt 282573;- 9/26/14  A438441 - 2/26/15  A464838 - 5/26/15;,robert kohler,3520000,19775,8/14/2018 15:39, ,Closed,9 EAST SPRINGFIELD ST LLC,Multi,16000,352741,801555000,42.336565,-71.076084,7,E Springfield St,,,Boston,MA,Suffolk County,2118,US
COO843201,NEWCON,Certificate of Occupancy,New construction,(9) Residential Units &; GarageCertificate for (9); Residential Units-OnlyErt 282573 issued 9/26/14  A438441 issued 2/26/15  A464838 issued 5/26/15*Temporary certificate-expires-8/14/18- Extending 60 Days: Expires 10/13/18 -pending completion of Comm.  Licenses Permit*;,robert kohler,0,670,8/13/2018 0:00, ,Closed,9 EAST SPRINGFIELD ST LLC,Multi,16000,352741,801555000,42.336565,-71.076084,7,E Springfield St,,,Boston,MA,Suffolk County,2118,US
ALT837584,ERECT,Long Form/Alteration Permit,Erect,16' x 24' prebuilt shed,Robert Loftus,15800,210,10/23/2018 11:41,4/23/2019 0:00,Closed,LOFTUS ROBERT J,1-2FAM,384,132065,2009477000,42.27716,-71.16302,2,Summer St,,,West Roxbury,MA,Suffolk County,2132,US
ERT747811,ERECT,Erect/New Construction,Erect,Demolish the existing building at 46 Wareham St and Erect a new;6 story structure.;Occupancy to be; commercial-residential  including;3 commercial floor; (Commercial  and retail space);and;3 floors residential (18 units). Requesting payment of a nominal fee in anticipation of groundwater and conditional use rejections. Parking level include an automated system with a performance base design document. For all related documents  stamped;plans and;other agency;approvals and sign-offs; Please refer to alt368467. All costs and fees are reflected in ALT368467;,Robert McCarthy,0,51210,8/23/2017 8:55, ,Open,46 WAREHAM STREET LLC,Comm,0,142779,801108000,42.33906,-71.06696,46,Wareham St,,,Boston,MA,Suffolk County,2118,US
COO735576,ERECT,Certificate of Occupancy,Erect,3 Residential Units with GarageERT425837 Issued April 28  201;,Robert Meyer,600000,35,7/28/2017 10:59, ,Closed,MEYER ALEXANDRA TS,1-3FAM,0,127401,600497000,42.337789,-71.050074,216,Silver St,,,South Boston,MA,Suffolk County,2127,US
COO731267,ERECT,Certificate of Occupancy,Erect,Single Family Dwelling with attached garage ERT378853 issued: 1/11/16,Robert Shedd,292000,5555,7/27/2017 11:01, ,Closed,ROBRI INVESTMENT TRUST,1-2FAM,0,352534,2002642000,42.273906,-71.144763,36,Lagrange St,,,West Roxbury,MA,Suffolk County,2132,US
ERT819924,ERECT,Erect/New Construction,Erect,Erect new 211-unit Multi-Family Building. Propose 149 parking spaces with stackers in garage.,Robert Simonds,44337636,449061,8/5/2019 8:13,2/5/2020 0:00,Open,HONIG STEPHEN M TRST,Comm,185000,340446,2202760000,42.360054,-71.149448,1550,Soldiers Field Rd,,,Brighton,MA,Suffolk County,2135,US
ERT819936,ERECT,Erect/New Construction,Erect,Erect new 38-unit Multi-Family Building. Propose;27;parking spaces with stackers in garage.,Robert Simonds,9571812,99178,8/5/2019 8:15,2/5/2020 0:00,Open,HONIG STEPHEN M TS,Comm,43000,128278,2202757000,42.35943,-71.149435,21,Soldiers Field Pl,,,Brighton,MA,Suffolk County,2135,US
COO666285,ERECT,Certificate of Occupancy,Erect,One family DwellingErt424552 Issued 1/21/16  A604686 9/2/16,Robert Truong,252000,865,1/10/2017 11:26, ,Closed,TRUONG ROBERT,1-2FAM,0,355174,100716000,42.384461,-71.019145,63,Byron St,,,East Boston,MA,Suffolk County,2128,US
ERT658293,ERECT,Erect/New Construction,Erect,build new 14 unit building with 14 parking spaces FP/FAModified at;BPDA: ;Build new;12; Unit building with 10 parking spaces,robin combs,2500000,26574,7/10/2019 12:38,1/10/2020 0:00,Open,211 CONDOR STREET LLC,Comm,16620,421193,103319000,42.382487,-71.032715,211,Condor St,,,East Boston,MA,Suffolk County,2128,US
ERT658286,ERECT,Erect/New Construction,Erect,Construct new 9 unit residential building with 11 parking spaces.LPR;,robin combs,1800000,19855,2/21/2019 11:24,8/21/2019 0:00,Open,CONDOR STREET CONDOMINIUM,Mixed,11758,421194,103375000,42.38246,-71.034159,191,Condor St,,,East Boston,MA,Suffolk County,2128,US
COO783366,ERECT,Certificate of Occupancy,Erect,Two Family DwellingERT529605 issued 3/11/2016,rocco scippa,350000,35,12/15/2017 9:30, ,Closed,27  WEST TREMLETT STREET,1-2FAM,2000,136683,1700449000,42.294424,-71.073383,27,W Tremlett St,,,Dorchester Center,MA,Suffolk County,2124,US
COO694159,ERECT,Certificate of Occupancy,Erect,Two Family DwellingTemporary Certificate of Occupancy;for Two Family Dwelling pending completion of permits and associated plans.; To Expire on July 1  2017ERT529704 issued 12/14/2015,rocco scippa,0,85,3/31/2017 9:44, ,Closed,23-25 ROBEY STREET,1-2FAM,3200,419580,800352000,42.322451,-71.068527,25,Robey St,,,Roxbury,MA,Suffolk County,2119,US
COO694172,ERECT,Certificate of Occupancy,Erect,Two Family DwellingTemporary Certificate of Occupancy;for Two Family Dwelling pending completion of permit and associated drawings.; Temp to expire July 1  2017ERT529704 issued 12/14/2015,rocco scippa,0,85,3/31/2017 9:38, ,Closed,ROBEY STREET LLC,1-2FAM,3200,419591,800353001,42.322292,-71.068556,33,Robey St,,,Roxbury,MA,Suffolk County,2119,US
COO783809,ERECT,Certificate of Occupancy,Erect,Two-Family; DwellingERT528265 issued: 11/22/16;,rocco scippa,312500,180.02,12/15/2017 9:32, ,Closed,ROBEY STREET LLC,1-2FAM,0,419606,800358000,42.321881,-71.068578,53,Robey St,,,Roxbury,MA,Suffolk County,2119,US
COO783809,ERECT,Certificate of Occupancy,Erect,Two-Family; DwellingERT528265 issued: 11/22/16;,rocco scippa,312500,180.02,12/15/2017 9:32, ,Closed,ROBEY STREET REALTY TRUST,1-2FAM,0,419606,800359000,42.321881,-71.068578,53,Robey St,,,Roxbury,MA,Suffolk County,2119,US
COO776794,ERECT,Certificate of Occupancy,Erect,Two Family DwellingCOO for Two Family DwellingERT528254 issued 8/15/2016;,Rocco Scippia,312500,55,11/22/2017 8:42, ,Closed,ROBEY STREET LLC,1-2FAM,2900,419604,800355000,42.322105,-71.068542,41,Robey St,,,Roxbury,MA,Suffolk County,2119,US
COO869926,NEWCON,Certificate of Occupancy,New construction,Fourteen (14) Residential Units &;;Underground Parking(for 14;cars)ERT392125 issued: 3/21/17;,rodney sinclair,4000000,860,8/30/2018 8:28, ,Closed,THE ORLEANS CONDOMINIUM TRUST,Multi,20000,105955,104839000,42.36749,-71.03825,31,Orleans St,,,East Boston,MA,Suffolk County,2128,US
ERT392125,NEWCON,Erect/New Construction,New construction,Construct 14 unit multi-family residential building totalling approximately 20 0000 square feet. Construct semi-underground parking structure for 14 cars.*Flood Zone (AE);BOA PROVISO:; BTD release requiredClerk of Works: __________________________Removal;of Existing structure is to be filed on a separate permit.;,rodney sinclair,4000000,82981,3/21/2017 11:34,9/21/2017 0:00,Closed,THE ORLEANS CONDOMINIUM TRUST,Multi,20000,105955,104839000,42.36749,-71.03825,31,Orleans St,,,East Boston,MA,Suffolk County,2128,US
COO992651,ERECT,Certificate of Occupancy,Erect,Office and Office FunctionsErt 615266 ;issued 3/1/17;;;;,Roger Pelletier,900000,21059.62,8/28/2019 8:19, ,Closed,NORTH DORCHESTER LLC MASS LLC,Comm,5185,420645,1503092000,42.305337,-71.05681,88,Freeport St,,,Dorchester,MA,Suffolk County,2122,US
ERT615266,ERECT,Erect/New Construction,Erect,Erect a 5 185;SF prefabricated;building for;Office and Office Functions. Work to include MEP/FA system.,Roger Pelletier,900000,18538,3/1/2017 13:34,9/1/2017 0:00,Open,NORTH DORCHESTER LLC MASS LLC,Comm,5185,420645,1503092000,42.305337,-71.05681,88,Freeport St,,,Dorchester,MA,Suffolk County,2122,US
ALT684516,ERECT,Long Form/Alteration Permit,Erect,Construct a new 6' x 23' exterior Deck;at 2nd Floor.,Ronald S Santos,21500,294,4/10/2018 12:39,10/10/2018 0:00,Closed,33 UPTON STREET CONDOMINIUM TRUST,1-3FAM,30000,139604,306966000,42.34262,-71.07225,33,Upton St,,,Boston,MA,Suffolk County,2118,US
COO1014275,ERECT,Certificate of Occupancy,Erect,Two (2) Family DwellingERT439286 issued: 12/21/16,Ronan Tangi,280000,35,10/30/2019 15:26, ,Closed,ZANGI RONEN,1-2FAM,0,355456,1904030000,42.283556,-71.124499,121,Cummins Hwy,,,Roslindale,MA,Suffolk County,2131,US
COO1028704,ERECT,Certificate of Occupancy,Erect,Three (3) Family Dwelling;(w/private rear deck on 1st and second floor and private roofdeck accessed via roofhatch on third floor)ERT783462 issued: 9/19/18  A945484 issued: 7/22/19 &; SF846555 issued: 10/30/18,RONEI ANDRADE,733250,305,12/18/2019 15:34, ,Closed,375 MAVERICK ST LLC,1-3FAM,3500,93066,105157000,42.3659,-71.02956,375,Maverick St,,,East Boston,MA,Suffolk County,2128,US
ERT783462,ERECT,Erect/New Construction,Erect,Raze existing structure and erect 3-family dwelling . building to include emp and sprinklers. private rear deck on 1st and second floor and private roofdeck accessed via roofhatch on third floor. first floor to include private porch area.; (existing structure to be razed on a separate permit)*AE flood zone;,RONEI ANDRADE,719250,7711,9/19/2018 9:35, ,Closed,375 MAVERICK ST LLC,1-3FAM,3500,93066,105157000,42.3659,-71.02956,375,Maverick St,,,East Boston,MA,Suffolk County,2128,US
ERT681205,ERECT,Erect/New Construction,Erect,Combine parcel id 0105125000 with 0105124000 - Erect a Four unit Residential Dwelling; with two parking spaces LPR;,Ronei Andrade,400000,4774,5/6/2019 14:25,11/6/2019 0:00,Closed,I&I PROPERTIES LLC,1-4FAM,0,55134,105125000,42.36544,-71.029694,254,Everett St,,,East Boston,MA,Suffolk County,2128,US
ERT896326,ERECT,Erect/New Construction,Erect,Build a new 3 family house as per plans  new curb cut and utilities as per plans  All new electric  plumbing  HVAC  sprinklers  insulation  exterior doors and windows to meet code. exterior siding  hardy planks and shingles  blue board  plaster and trim as per plans. paint with Ben-Moore low voc.LPR,Roselmo Pessote,841860,9005,11/7/2019 15:48,5/7/2020 0:00,Open,HYMAN STEPHEN B ,1-3FAM,4920,421884,1102339000,42.31007,-71.102564,67,Forest Hills St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO959972,ERECT,Certificate of Occupancy,Erect,Single FamilyERT619026 issued: 11/29/6 &; A784983 issued: 9/21/16,Rosenberg Santos,240000,995,6/7/2019 9:59, ,Closed,TEJEDA MADELINE,1-2FAM,1393,95720,1701895000,42.286159,-71.078123,30,Milton Ave,,,Dorchester Center,MA,Suffolk County,2124,US
COO960370,ERECT,Certificate of Occupancy,Erect,Two (2) Family Dwelling;ERT666916 issued: 8/22/17 &; A801415 issued: 12/7/18,Rosenberg Santos,435000,1530,7/10/2019 10:40, ,Closed,CREQUE DONNA,1-3FAM,3300,421212,1402642000,42.298455,-71.0814,143,Glenway St,,,Dorchester,MA,Suffolk County,2121,US
COO897269,ERECT,Certificate of Occupancy,Erect,Two (2) Family DwellingTemporary Certificate expires on 2/7/2019 ****Extend TCO 90 Days; Expires 4/17/19;pending issuance of A801415.***ERT666916 issued: 8/22/17,Rosenberg Santos,435000,125,1/17/2019 0:00, ,Closed,CREQUE DONNA,1-3FAM,3300,421212,1402642000,42.298455,-71.0814,143,Glenway St,,,Dorchester,MA,Suffolk County,2121,US
